"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Is UFO Green","Late Response","Response Window","Correct Button","Response Time","Cue Angle"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","800","1","656.9179892539978","RightSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","780","1","778.0719995498657","RightFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","740","0","N/A","LeftSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","1","740","0","N/A","LeftFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","780","1","762.5150084495544","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","770","0","N/A","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","770","1","665.8430099487305","RightFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","760","0","N/A","LeftBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","1","800","0","N/A","LeftFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","840","1","793.9980030059814","LeftBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","830","0","N/A","LeftSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","830","0","N/A","RightFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","830","0","N/A","RightSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","830","0","N/A","LeftFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","830","1","721.2579846382141","Full"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","820","0","N/A","LeftSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","820","0","N/A","RightSmall"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","820","1","756.8150162696838","LeftBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","1","800","0","N/A","Full"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","0","840","1","840","LeftFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","0","840","1","840","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","0","840","1","840","LeftFull"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","0","840","1","840","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","0","840","1","840","LeftBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","840","1","739.3239736557007","LeftBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","830","1","727.7910113334656","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","820","1","679.2929768562317","RightBig"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","800","1","726.5689969062805","Full"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"1","0","760","1","712.0510339736938","Full"
"53dffdf6b6145eea550923a3","GREEN-00022","2014-08-04T14:41:11-0700",,"FEMALE","RIGHT","2014-08-04T14:37:30-0700","Late Response",,"0","1","680","0","N/A","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","0","800","1","800","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","0","800","1","800","RightBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","800","0","800","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","840","0","840","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","870","0","N/A","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","870","0","N/A","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","870","1","832.3490023612976","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","860","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","860","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","860","1","804.0579557418823","RightSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","850","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","850","0","N/A","RightSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","850","0","N/A","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","890","0","890","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","930","1","869.1539764404297","LeftFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","920","0","N/A","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","920","1","882.8409910202026","LeftFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","910","0","N/A","RightSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","910","1","884.7489953041077","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","890","1","876.0150074958801","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","850","0","N/A","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","850","1","849.4960069656372","LeftFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","770","0","N/A","RightSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","810","0","N/A","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","810","0","N/A","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","850","0","N/A","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","850","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","850","0","N/A","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","890","0","N/A","LeftFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","890","0","N/A","RightSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","1","890","0","N/A","RightBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","890","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","0","930","1","930","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","930","0","930","LeftFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","0","970","1","970","LeftBig"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","970","1","856.1499714851379","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","960","1","842.7700400352478","LeftSmall"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","1","950","0","N/A","Full"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"0","0","990","1","990","RightFull"
"53e18461b6145e8e4a0923a8","BLUE-00051","2014-08-05T21:26:56-0400",,"FEMALE","LEFT","2014-08-05T21:22:04-0400","Late Response",,"1","0","990","1","955.1039934158325","RightSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","0","800","1","800","RightFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","800","1","615.0090098381042","Full"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","790","1","681.5999746322632","LeftSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","780","1","624.7550249099731","LeftBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","760","0","N/A","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","800","1","576.0290026664734","RightFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","760","0","N/A","LeftBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","800","1","549.8059988021851","RightSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","720","0","N/A","RightFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","720","1","597.1879959106445","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","560","0","N/A","RightSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","560","0","N/A","RightSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","1","560","0","N/A","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","600","0","N/A","LeftBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","600","0","N/A","LeftFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","1","600","0","N/A","LeftBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","640","0","N/A","Full"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","640","1","591.3180112838745","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","630","0","N/A","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","630","1","527.7699828147888","RightBig"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","620","0","N/A","RightFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","0","660","1","507.31396675109863","RightFull"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"0","1","640","0","N/A","LeftSmall"
"53ee8c06b6145ee012ef3afc","BLUE-00062","2014-08-15T15:39:01-0700",,"FEMALE","RIGHT","2014-08-15T15:34:21-0700","Cue Angle",,"1","1","640","0","N/A","RightBig"
